Province,Age,Gender,Education,Employment,Income_Group,Weight,Rel_Satisfaction,Online_Contact_Freq,SM_Interfere_Rel,SM_Interfere_Life,SM_Anxious_Envious,SM_AI_Chatbot,SM_AI_Email,Household_Type,Online_Shopping
Prince Edward Island,55–64 years,Male,High school or less,Employed,"$42,257 – $72,366",175.256977905,Neutral,A few times a week,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
British Columbia,45–54 years,Male,High school or less,Employed,"≥ $163,751",1051.331284486,Completely satisfied,A few times a week,No,No,No,No,No,Family with children <18,Online shopper (≥ $1)
Quebec,35–44 years,Female,University degree,Not employed,"$72,367 – $107,480",915.149212362,Completely satisfied,Everyday,Yes,No,No,No,No,Family with children <18,Online shopper (≥ $1)
Newfoundland and Labrador,45–54 years,Female,University degree,Employed,"$72,367 – $107,480",272.036527561,Somewhat dissatisfied,Everyday,Yes,Yes,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,15–24 years,Male,High school or less,Employed,"≥ $163,751",4034.266661153,Completely satisfied,Everyday,No,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Newfoundland and Labrador,55–64 years,Female,University degree,Employed,"≤ $42,256",243.005285391,Somewhat dissatisfied,Everyday,No,Yes,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,45–54 years,Male,University degree,Employed,"≥ $163,751",1624.743243832,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,35–44 years,Male,University degree,Employed,"$107,481 – $163,750",1148.617776557,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Female,University degree,Employed,"$42,257 – $72,366",1279.902000145,Somewhat satisfied,A few times a week,No,No,No,Yes,No,Single-person household,Online shopper (≥ $1)
Ontario,45–54 years,Female,University degree,Employed,"≥ $163,751",2002.100347532,Somewhat satisfied,,No,No,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Ontario,45–54 years,Male,University degree,Employed,"≥ $163,751",2396.581494394,Completely satisfied,Once a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Quebec,65 years and over,Female,University degree,Not employed,"$72,367 – $107,480",510.905399604,Neutral,A few times a week,No,No,No,No,No,Single-person household,Did not shop online
Ontario,65 years and over,Female,High school or less,Not employed,"≤ $42,256",2095.410736781,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Did not shop online
Quebec,35–44 years,Male,Some post-secondary (incl. certificate),Employed,"$72,367 – $107,480",852.962846176,Somewhat satisfied,A few times a week,No,No,No,Yes,No,Family with children <18,Online shopper (≥ $1)
Quebec,35–44 years,Male,University degree,Employed,"$72,367 – $107,480",818.253982106,Completely satisfied,Everyday,No,No,No,No,No,Family with children <18,Online shopper (≥ $1)
Ontario,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",1099.969457069,Somewhat satisfied,Everyday,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Prince Edward Island,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$72,367 – $107,480",60.750833796,Completely satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Alberta,55–64 years,Female,University degree,Not employed,"≤ $42,256",2162.968249122,Completely satisfied,A few times a week,No,No,No,No,Yes,Single-person household,Online shopper (≥ $1)
Quebec,55–64 years,Male,High school or less,Employed,"$42,257 – $72,366",1496.983367174,Neutral,Everyday,No,No,No,Yes,Yes,Single-person household,Did not shop online
Nova Scotia,55–64 years,Male,High school or less,Employed,"$42,257 – $72,366",1308.859349809,Somewhat satisfied,Everyday,No,No,No,No,Yes,Single-person household,Online shopper (≥ $1)
Quebec,65 years and over,Female,High school or less,Not employed,"≤ $42,256",2823.568684094,,,,,,,,Single-person household,
Ontario,55–64 years,Male,High school or less,Employed,"≥ $163,751",1882.697795003,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Manitoba,65 years and over,Female,High school or less,Not employed,"≤ $42,256",540.254774749,Neutral,2–3 times a month,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Ontario,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"≥ $163,751",2369.575468256,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,65 years and over,Male,High school or less,Not employed,"$72,367 – $107,480",1322.559819765,Completely satisfied,A few times a week,No,No,No,No,No,Family without children <18,Did not shop online
Quebec,65 years and over,Female,Some post-secondary (incl. certificate),Employed,"$72,367 – $107,480",522.961995819,Completely satisfied,Everyday,,,,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,25–34 years,Female,University degree,Employed,"$42,257 – $72,366",1027.804136002,Completely satisfied,Everyday,No,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Ontario,65 years and over,Female,University degree,Not employed,"$42,257 – $72,366",1238.612173598,Somewhat satisfied,A few times a week,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",1373.501969395,Completely satisfied,Everyday,No,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Quebec,35–44 years,Female,,,"$42,257 – $72,366",1540.150126138,,,,,,,,Family with children <18,
Ontario,25–34 years,Female,University degree,Not employed,"$107,481 – $163,750",2273.736015254,Completely satisfied,Everyday,No,No,No,Yes,No,Family with children <18,Online shopper (≥ $1)
Ontario,55–64 years,Female,High school or less,Employed,"≥ $163,751",879.768629844,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Male,University degree,Employed,"$107,481 – $163,750",687.832609398,Neutral,Once a week,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Nova Scotia,45–54 years,Female,University degree,Employed,"≥ $163,751",334.761168789,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,55–64 years,Male,University degree,Employed,"$72,367 – $107,480",901.035706976,Somewhat satisfied,A few times a week,No,No,No,No,No,Single-person household,Did not shop online
Newfoundland and Labrador,35–44 years,Male,University degree,Employed,"$42,257 – $72,366",442.919905779,Completely satisfied,A few times a week,No,No,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
Quebec,55–64 years,Male,High school or less,Not employed,"$72,367 – $107,480",1201.893099691,,,,,,,,Family without children <18,
Quebec,65 years and over,Male,High school or less,Not employed,"≤ $42,256",1346.633972847,Completely satisfied,,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,55–64 years,Female,High school or less,Employed,"$42,257 – $72,366",1172.925448892,Completely satisfied,Everyday,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Ontario,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$72,367 – $107,480",1107.437790583,Somewhat satisfied,Once a month,No,No,No,No,No,Family without children <18,Did not shop online
Nova Scotia,25–34 years,Male,Some post-secondary (incl. certificate),Employed,"$72,367 – $107,480",593.986296397,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
British Columbia,25–34 years,Female,High school or less,Employed,"$72,367 – $107,480",2525.747654214,Somewhat satisfied,Everyday,No,Yes,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
British Columbia,35–44 years,Female,University degree,Employed,"≥ $163,751",1560.944476754,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,35–44 years,Female,University degree,Employed,"$72,367 – $107,480",1692.873120538,Somewhat satisfied,A few times a week,No,No,No,No,Yes,Family with children <18,Online shopper (≥ $1)
British Columbia,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$107,481 – $163,750",571.527441413,Completely satisfied,A few times a week,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Male,University degree,Employed,"$107,481 – $163,750",1028.210795282,Neutral,A few times a week,No,No,No,No,No,Family with children <18,Online shopper (≥ $1)
Quebec,65 years and over,Female,High school or less,Not employed,"≤ $42,256",666.622549137,,,,,,,,Single-person household,
Nova Scotia,65 years and over,Female,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",533.713120506,Neutral,2–3 times a month,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,45–54 years,Female,University degree,Employed,"$107,481 – $163,750",1322.133884674,Somewhat satisfied,2–3 times a month,No,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Nova Scotia,55–64 years,Male,High school or less,Not employed,"≤ $42,256",1161.633961731,,,,,,,,Single-person household,
Alberta,35–44 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",1431.739843963,Neutral,Everyday,No,Yes,Yes,Yes,No,Family with children <18,Online shopper (≥ $1)
Saskatchewan,55–64 years,Male,High school or less,Employed,"≥ $163,751",453.656079302,Somewhat satisfied,2–3 times a month,No,No,No,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Manitoba,65 years and over,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",355.763794799,Somewhat satisfied,Once a week,No,No,No,,,Family without children <18,Did not shop online
Newfoundland and Labrador,45–54 years,Male,Some post-secondary (incl. certificate),Employed,"≥ $163,751",275.044962978,Completely satisfied,Everyday,No,No,No,Yes,No,Family with children <18,Online shopper (≥ $1)
Saskatchewan,65 years and over,Male,University degree,Not employed,"$42,257 – $72,366",313.321128456,Somewhat dissatisfied,2–3 times a month,No,Yes,No,No,No,Single-person household,Online shopper (≥ $1)
Quebec,55–64 years,Male,University degree,Not employed,"≤ $42,256",897.318169103,Somewhat satisfied,Everyday,No,No,No,Yes,No,Single-person household,Online shopper (≥ $1)
British Columbia,55–64 years,Female,,,"$107,481 – $163,750",1646.750646381,,,,,,,,Family without children <18,
Alberta,35–44 years,Female,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",2779.819700019,Completely satisfied,Everyday,No,Yes,Yes,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Quebec,35–44 years,Female,University degree,Not employed,"≤ $42,256",726.09632685,Completely satisfied,Everyday,No,No,No,No,No,Single-person household,Did not shop online
Ontario,25–34 years,Female,,,"$72,367 – $107,480",1385.921275663,,,No,No,Yes,,,Family without children <18,
Ontario,65 years and over,Male,University degree,Not employed,"$72,367 – $107,480",787.797051309,Somewhat satisfied,2–3 times a month,No,Yes,Yes,Yes,Yes,Family without children <18,Online shopper (≥ $1)
Nova Scotia,45–54 years,Female,University degree,Employed,"$107,481 – $163,750",742.449220804,Completely satisfied,Everyday,No,No,Yes,Yes,Yes,Single-person household,Online shopper (≥ $1)
Manitoba,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",690.739459062,Somewhat satisfied,2–3 times a month,No,No,No,Yes,Yes,Single-person household,Online shopper (≥ $1)
Prince Edward Island,55–64 years,Female,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",66.717095752,Neutral,A few times a week,No,No,Yes,No,No,Family with children <18,Online shopper (≥ $1)
Ontario,55–64 years,Female,Some post-secondary (incl. certificate),Employed,"$42,257 – $72,366",2594.279474755,Completely satisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Quebec,35–44 years,Male,Some post-secondary (incl. certificate),Employed,"$107,481 – $163,750",688.134619434,Completely satisfied,Everyday,Yes,Yes,Yes,No,No,Family with children <18,Online shopper (≥ $1)
Prince Edward Island,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"≤ $42,256",187.971271396,,,,,,,,Single-person household,
Manitoba,45–54 years,Female,High school or less,Employed,"≥ $163,751",388.653683897,Somewhat satisfied,2–3 times a month,No,No,No,No,Yes,Single-person household,Online shopper (≥ $1)
Prince Edward Island,65 years and over,Male,Some post-secondary (incl. certificate),Not employed,"$42,257 – $72,366",92.16477697,Completely satisfied,Everyday,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
Ontario,45–54 years,Male,University degree,Employed,"≥ $163,751",1751.770433636,Somewhat satisfied,Everyday,No,No,No,Yes,Yes,Family with children <18,Online shopper (≥ $1)
Ontario,65 years and over,Female,High school or less,Not employed,"$42,257 – $72,366",2095.410736781,Completely satisfied,Everyday,No,No,No,No,No,Single-person household,Online shopper (≥ $1)
New Brunswick,65 years and over,Female,Some post-secondary (incl. certificate),Not employed,"$72,367 – $107,480",353.090292557,Somewhat dissatisfied,Everyday,No,No,No,No,No,Family without children <18,Online shopper (≥ $1)
Ontario,25–34 years,Female,Some post-secondary (incl. certificate),Employed,"≤ $42,256",1383.432116849,Completely dissatisfied,Everyday,No,No,No,No,Yes,Family without children <18,Online shopper (≥ $1)
